	id	sentence	Past	Future	Comment
14372	Hoover_1930_107	It is desirable that these measures should be completed.	0	1	
14690	Hoover_1932_11	Likewise the local authorities and the States are engaged everywhere in supplemental measures of relief.	0	0	
20585	Obama_2015_208	"Let's simplify the system and let a small-business owner file based on her actual bank statement, instead of the number of accountants she can afford."	0	1	
27267	Roosevelt_1908_214	"Its discontent has been unwisely expressed, and often improperly expressed, but there is a sound basis for it, and the orderly and law-abiding people of a community would be in a far stronger position for upholding the courts if the undoubtedly existing abuses could be provided against."	1	1	
13311	Ford_1977_102	"I strongly urge the Congress to pass these measures to help create the productive, permanent jobs in the private economy that are so essential for our future."	0	1	
28836	Roosevelt_1942_47	We shall not fight isolated wars--each Nation going its own way.	0	1	
3941	Carter_1981_139	The framework put in place over the last four years will enable us to do this.	1	1	
24185	Roosevelt_1903_471	"We have repeatedly exercised this control by intervening in the course of domestic dissension, and by protecting the territory from foreign invasion."	1	0	
19330	Obama_2012_41	It was irresponsible.	1	0	
20424	Obama_2015_47	"We are a strong, tight-knit family who has made it through some very, very hard times."	1	0	
15457	Johnson_1966_222	How many men who listen to me tonight have served their Nation in other wars?	1	0	
22237	Reagan_1986_141	And we can enlarge the family of free nations if we will defend the unalienable rights of all God's children to follow their dreams.	0	1	
11167	Eisenhower_1956_51	And in the Middle East recent Soviet moves are hardly compatible with the reduction of international tension.	1	0	
4535	Carter_1981_733	"As a result of our efforts in 1978, the Equal Rights Amendment's deadline for ratification was extended for three years."	1	1	
7988	Clinton_2000_274	No one can know for sure what direction these great countries will choose.	0	1	
2907	Bush_2007_275	"He helped to repel a second attack, firing grenades at the enemy's position."	1	0	
32029	Truman_1946_353	Such temporary unemployment is probably unavoidable in a period of rapid change.	0	0	
8097	Clinton_2000_383	"Without delay, we must pass the Hate Crimes Prevention Act and the Employment Non-Discrimination Act."	0	1	
7007	Clinton_1998_50	"In an economy that honors opportunity, all Americans must be able to reap the rewards of prosperity."	0	1	
14999	Johnson_1965_21	"Yet, it is not merely our concern but the concern of all free men."	0	0	
3659	Carter_1980_21	"We continue to pursue these specific goals: first, to protect the present and long-range interests of the United States; secondly, to preserve the lives of the American hostages and to secure, as quickly as possible, their safe release, if possible, to avoid bloodshed which might further endanger the lives of our fellow citizens; to enlist the help of other nations in condemning this act of violence, which is shocking and violates the moral and the legal standards of a civilized world; and also to convince and to persuade the Iranian leaders that the real danger to their nation lies in the north, in the Soviet Union and from the Soviet troops now in Afghanistan, and that the unwarranted Iranian quarrel with the United States hampers their response to this far greater danger to them."	1	1	
28034	Roosevelt_1936_134	That is as true today as it was in 1933.	1	0	
28590	Roosevelt_1940_70	That has created a very large portion of our Treasury deficits.	1	0	
1491	Bush_2002_159	"Now America is embracing a new ethic and a new creed, ""Let's roll."""	0	0	
30071	Taft_1910_14	"It is gratifying to observe that this additional protocol is being signed without objection, by the powers signatory to the original convention, and there is every reason to believe that the International Prize Court will be soon established."	1	1	
36260	Wilson_1918_65	It will not be easy to direct it any better than it will direct itself.	0	1	
30080	Taft_1910_23	A preliminary diplomatic agreement has been reached regarding the arbitration of pecuniary claims which each Government has against the other.	1	1	
5549	Clinton_1994_112	Can you believe that a child who has a child gets more money from the government for leaving home than for staying home with a parent or a grandparent?	0	0	
5434	Clinton_1993_289	Let us summon the courage to seize it.	0	1	
7637	Clinton_1999_315	I would like to thank her for her courage and her commitment.	1	0	
11731	Eisenhower_1958_51	One encouraging fact evidencing this ability is the rate of progress we have achieved since we began to concentrate on these missiles.	1	0	
5902	Clinton_1995_97	The age of the $ 500 hammer and the ashtray you can break on David Letterman is gone.	1	0	
13781	Harding_1922_150	It is the most demoralizing factor in our public life.	0	0	
16338	Kennedy_1962_51	"Without new, realistic measures, it will someday swamp our farmers and our taxpayers in a national scandal or a farm depression."	0	1	
30822	Taft_1911_586	It seems to me that an increase in the amount of money now being annually expended in the improvement of the Ohio River which has been formally adopted by Congress would be in the interest of the public.	1	1	
36531	Wilson_1920_12	There are two ways in which the United States can assist to accomplish this great object.	0	1	
8394	Coolidge_1923_270	"The Federal Government probably has no peacetime authority to regulate wages, prices, or profits in coal at the mines or among dealers, but by ascertaining and publishing facts it can exercise great influence."	0	1	
10465	Coolidge_1928_338	DEPARTMENT OF JUSTICE  It is desirable that all the legal activities of the Government be consolidated under the supervision of the Attorney General.	0	1	
13454	Harding_1921_32	"Later on, when other problems are solved, I shall make some recommendations about renewed consideration of our tax program, but for the immediate time before us we must be content with the billion dollar reduction in the tax draft upon the people, and diminished irritations, banished uncertainty and improved methods of collection."	1	1	
30264	Taft_1911_28	"It is true that many theorists, and others engaged in business violating the statute, have hoped that some such line could be drawn by courts; but no court of authority has ever attempted it."	1	0	
5103	Carter_1981_1301	"I profoundly believe that the future of our world is not to be found in authoritarianism: that wears the mask of order, or totalitarianism that wears the mask of justice."	0	1	
16730	Kennedy_1963_171	"Third, what comfort can we take from the increasing strains and tensions within the Communist bloc?"	0	0	
15873	Johnson_1968_41	"As you will remember, I met with Chairman Kosygin at Glassboro and we achieved if not accord, at least a clearer understanding of our respective positions after 2 days of meeting."	1	0	
12965	Ford_1976_30	"Finally, we shifted our emphasis from defense to domestic problems while our adversaries continued a massive buildup of arms."	1	0	
15851	Johnson_1968_19	"We believe that any talks should follow the San Antonio formula that I stated last September, which said:  --The bombing would stop immediately if talks would take place promptly and with reasonable hopes that they would be productive."	1	1	
12785	Ford_1975_73	"I think this is a very fundamental issue that we, the Congress and I, must jointly solve."	0	1	
21214	Reagan_1982_160	In a single stroke we will be accomplishing a realignment that will end cumbersome administration and spiraling costs at the Federal level while we ensure these programs will be more responsive to both the people they're meant to help and the people who pay for them.	0	1	
13717	Harding_1922_86	"I remind you that Congress provided a Joint Commission of Agricultural Inquiry which made an exhaustive investigation of car service and transportation, and unanimously recommended in its report of October 15, 1921, the pooling of freight cars under a central agency."	1	0	
31460	Taft_1912_515	"I urge that speedy provision be made in order that we may install upon the zone a system of settling claims for injuries in best accord with modern humane, social, and industrial theories."	0	1	
22500	Reagan_1988_23	"And of all our accomplishments, none can give us more satisfaction than knowing that our young people are again proud to wear our country's uniform."	1	0	
13227	Ford_1977_18	I was determined that it should; I wanted the new President to get off on an easier start than I had.	1	0	
34337	Truman_1952_172	Deliveries of hard goods now amount to about a billion and a half dollars worth a month.	0	0	
31808	Truman_1946_132	Simply to name all the international meetings and conferences is to suggest the size and complexity of the undertaking to prevent international war in which the United States has now enlisted for the duration of history.	1	1	
26594	Roosevelt_1907_393	"All these fences, those that are hurtful and those that are beneficial, are alike illegal and must come down."	0	1	
4444	Carter_1981_642	"I believe we are in agreement that the humanities illuminate the values underlying important personal, social, and national questions raised in our society by its multiple links to and increasing dependence on technology, and by the diverse heritage of our many regions and ethnic groups."	1	0	
33687	Truman_1949_181	In the months ahead I know that I shall be able to cooperate with this Congress.	0	1	
7883	Clinton_2000_169	Tens of millions of Americans live from paycheck to paycheck.	0	0	
30490	Taft_1911_254	"As to the situation in Central America, I have taken occasion in the past to emphasize most strongly the importance that should be attributed to the consummation of the conventions between the Republics of Nicaragua and of Honduras and this country, and I again earnestly recommend that the necessary advice and consent of the Senate be accorded to these treaties, which will make it possible for these Central American Republics to enter upon an era of genuine economic national development."	1	1	
33267	Truman_1948_35	"Our Union was formed, our frontiers were pushed back, and our great industries were built by men who looked ahead."	1	0	
23166	Roosevelt_1901_462	"It is unsafe and unwise not to provide this year for several additional Battle ships and heavy armored cruisers, with auxiliary and lighter craft in proportion; for the exact numbers and character I refer you to the report of the Secretary of the Navy."	0	1	
12805	Ford_1975_93	"Third, we must develop our energy technology and resources so that the United States has the ability to supply a significant share of the energy needs of the free world by the end of this century."	0	1	
5959	Clinton_1995_154	"I would oppose that, and I think most Americans would."	0	0	
6392	Clinton_1996_140	"Bill For Workers  So I challenge Congress to consolidate 70 overlapping, antiquated job-training programs into a simple voucher worth $2,600 for unemployed or underemployed workers to use as they please for community college tuition or other training."	0	1	
1666	Bush_2003_120	We can't help you.	0	1	
14007	Hoover_1929_150	What we need to remedy now is whatever substantial loss of employment may have resulted from shifts since that time.	1	1	
30393	Taft_1911_157	PART II.			NAS
1375	Bush_2002_43	"While the most visible military action is in Afghanistan, America is acting elsewhere."	0	0	
32619	Truman_1946_943	These reductions will not have their full effect on the revenue collected until the fiscal year 1948.	0	1	
36482	Wilson_1919_125	"Or is it not the business of statesmen to treat these manifestations of unrest which meet us on every hand as evidences of an economic disorder and to apply constructive remedies wherever necessary, being sure that in the application of the remedy we touch not the vital tissues of our industrial and economic life?"	1	1	
20790	Obama_2016_36	And we face such choices right now.	0	1	
